StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Prolific ID,HR_AI_no_no_no,HR_AI_yes_yes_yes,HR_AI_no_yes_yes,HR_AI_yes_no_yes,HR_AI_yes_yes_no,HR_AI_no_no_yes,HR_AI_no_yes_no,HR_AI_yes_no_no,HR_AI_none,HR_Human_no_no_no,HR_Human_yes_yes_yes,HR_Human_no_yes_yes,HR_Human_yes_no_yes,HR_Human_no_no_yes,HR_Human_yes_yes_no,HR_Human_no_yes_no,HR_Human_yes_no_no,HR_Human_none,Med_AI_no_no_no,Med_AI_yes_yes_yes,Med_AI_no_yes_yes,Med_AI_yes_no_yes,Med_AI_yes_yes_no,Med_AI_no_no_yes,Med_AI_no_yes_no,Med_AI_yes_no_no,Med_AI_none,Med_Human_no_no_no,Med_Human_yes_yes_ye,Med_Human_no_yes_yes,Med_Human_yes_no_yes,Med_Human_yes_yes_no,Med_Human_no_no_yes,Med_Human_no_yes_no,Med_Human_yes_no_no,Med_Human_none,Effort_1,Time of preparation_1,Originality and nove_1,Originality and nove_2,Originality and nove_3,Originality and nove_4,Accountability_1,Accountability_2,Accountability_3,Accountability_4,Transparency_1,Transparency_2,Transparency_3,Transparency_4,Reliability_1,Reliability_2,Reliability_3,Reliability_4,Q19,Q20,Q20_4_TEXT,Q21,Q21_8_TEXT,Q22,Q23,Q24,Q25,AnalystName,ReportType,FL_3_DO,FL_5_DO
2025-08-20 15:19:08,2025-08-20 15:28:52,IP Address,100,583,True,2025-08-20 15:28:53,R_1g6FpeSuf8Ws7c2,anonymous,EN,1,5e4b1c2f5bc4e203ab0f3882,,,,,,Hamilton Sterling Group (HSG),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,4=Neutral,4=Neutral,4=Neutral,5,4=Neutral,4=Neutral,5,5,3,4=Neutral,4=Neutral,3,2,4=Neutral,4=Neutral,4=Neutral,1989,Female / Woman,,White / Caucasian,,Sales or related,"$25,000 to $49,999",Limited: I have some experience but don't invest often.,Never,Christopher Davis,HR,FL_44,FL_76
2025-08-20 15:24:05,2025-08-20 15:29:26,IP Address,100,321,True,2025-08-20 15:29:28,R_84gCTCW9sw0QERX,anonymous,EN,1,612d4269137ff0bcf765ba63,,,,,,,,,,,Hamilton Sterling Group (HSG),,,,,,,,,,,,,,,,,,,,,,,,,,5,4=Average amount of time,5,4=Neutral,4=Neutral,5,2,4=Neutral,5,4=Neutral,5,3,5,5,6,4=Neutral,4=Neutral,4=Neutral,1997,Male / Man,,White / Caucasian,,"Production, Transportation, or Skilled Trades","$50,000 to $74,999",Extensive: I invest regularly and am comfortable making my own investment decisions.,A few times a month,Christopher Davis,HR,FL_44,FL_98
2025-08-20 15:23:35,2025-08-20 15:29:33,IP Address,100,358,True,2025-08-20 15:29:34,R_3P1vQ5swuSy0S5Z,anonymous,EN,1,652d53f6513515ea523cee09,,,,,,,,,,,,,,,,,,,,,Celestial Optics (CELO),,,,,,,,,,,,,,,,2,2,2,2,6,6,6,4=Neutral,6,3,2,7=Strongly agree,1=Strongly Disagree,6,7=Strongly agree,4=Neutral,4=Neutral,6,1965,Female / Woman,,White / Caucasian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$150,000 or more",Moderate: I make personal investments from time to time.,Never,Sarah Brown,Med,FL_45,FL_110
2025-08-20 15:24:19,2025-08-20 15:30:03,IP Address,100,343,True,2025-08-20 15:30:03,R_73x2SHzdaqqdKA5,anonymous,EN,1,678f02520df6c988ca6bdd85,,,,,,,,,,,,,,,Hamilton Sterling Group (HSG),,,,,,,,,,,,,,,,,,,,,,6,7=Extreme amount of time,5,3,5,5,5,5,3,3,4=Neutral,4=Neutral,4=Neutral,5,5,4=Neutral,5,4=Neutral,1986,Female / Woman,,Black or African American,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$100,000 to $149,999",Limited: I have some experience but don't invest often.,A few times a week,J.M. Wright,HR,FL_43,FL_90
2025-08-20 15:18:53,2025-08-20 15:30:41,IP Address,100,708,True,2025-08-20 15:30:42,R_23aEfVw1IfUjQw3,anonymous,EN,0.8999999761581421,5aa15fe0dbdb470001ef285c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vista Therapeutics (VSTA),,,,,,,6,6,6,2,4=Neutral,6,2,2,4=Neutral,5,5,2,4=Neutral,3,3,3,5,3,1961,Female / Woman,,White / Caucasian,,Office and Administrative Support,"$25,000 to $49,999",Moderate: I make personal investments from time to time.,Less than once a month,Sarah Brown,Med,FL_45,FL_124
2025-08-20 15:22:34,2025-08-20 15:30:52,IP Address,100,497,True,2025-08-20 15:30:52,R_8tFKt4wqBPiZjig,anonymous,EN,1,68a5eb3ab6c47408bf0c256f,,,,,,,,,,,,,,Kinetic Workforce (KNTC),,,,,,,,,,,,,,,,,,,,,,,4=Average amount of effort,3,3,5,3,5,2,5,5,5,5,3,2,6,4=Neutral,2,3,5,1991,Male / Man,,White / Caucasian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$100,000 to $149,999",Extensive: I invest regularly and am comfortable making my own investment decisions.,A few times a week,J.M. Wright,HR,FL_43,FL_92
2025-08-20 15:24:30,2025-08-20 15:31:13,IP Address,100,402,True,2025-08-20 15:31:13,R_5CT6UADatVFlhjk,anonymous,EN,1,60c22f34978b2e9f7b33a186,,,,,,,,,,,,,,,,,,,,,,,,,,,Adaptive Vision (ADPT),,,,,,,,,,5,5,4=Neutral,1=Strongly Disagree,6,7=Strongly agree,1=Strongly Disagree,4=Neutral,5,7=Strongly agree,7=Strongly agree,3,4=Neutral,6,3,2,4=Neutral,4=Neutral,1989,Male / Man,,Asian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)",Prefer not to answer,Moderate: I make personal investments from time to time.,A few times a month,Sarah Brown,Med,FL_45,FL_21
2025-08-20 15:24:45,2025-08-20 15:31:19,IP Address,100,394,True,2025-08-20 15:31:19,R_23fCVrqWOrseahq,anonymous,EN,0.8999999761581421,5b60d0396187040001b252f6,,,,,,,,,,,,Apollo Medical (APLO),,,,,,,,,,,,,,,,,,,,,,,,,6,6,5,2,4=Neutral,5,4=Neutral,3,5,5,4=Neutral,3,4=Neutral,2,5,3,3,4=Neutral,1986,Male / Man,,White / Caucasian,,"Service Industry (e.g., hospitality, food service, protective services)","$75,000 to $99,999",Moderate: I make personal investments from time to time.,A few times a month,Sarah Brown,HR,FL_45,FL_96
2025-08-20 15:24:12,2025-08-20 15:31:56,IP Address,100,463,True,2025-08-20 15:31:56,R_2SYn2TD3wsWgQQ9,anonymous,EN,1,5578b513fdf99b12e00afae9,,,,,,,,,,,,,,,,,,,Vista Therapeutics (VSTA),,,,,,,,,,,,,,,,,,5,4=Average amount of time,4=Neutral,3,5,5,6,4=Neutral,3,2,6,3,5,3,5,3,4=Neutral,2,1986,Female / Woman,,White / Caucasian,,"Management, Business, or Financial","$75,000 to $99,999",Limited: I have some experience but don't invest often.,A few times a week,Christopher Davis,Med,FL_44,FL_20
2025-08-20 15:24:06,2025-08-20 15:31:57,IP Address,100,471,True,2025-08-20 15:31:58,R_6iPyYGBxocQUYFM,anonymous,EN,1,5d1595d71ae42000191bc23c,,Kinetic Workforce (KNTC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7=Extreme amount of effort,6,4=Neutral,2,3,3,1=Strongly Disagree,4=Neutral,5,7=Strongly agree,5,3,5,2,5,3,6,2,1976,Female / Woman,,White / Caucasian,,Office and Administrative Support,"$50,000 to $74,999",Limited: I have some experience but don't invest often.,A few times a week,J.M. Wright,HR,FL_43,FL_84
2025-08-20 15:23:36,2025-08-20 15:32:01,IP Address,100,505,True,2025-08-20 15:32:02,R_5z6OfF1YQ72G8XT,anonymous,EN,1,632deb7c686f3dba92cebbb2,,,,,,,,,,Kinetic Workforce (KNTC),,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,4=Neutral,4=Neutral,4=Neutral,4=Neutral,5,5,4=Neutral,4=Neutral,2,4=Neutral,4=Neutral,3,5,4=Neutral,4=Neutral,3,1981,Female / Woman,,White / Caucasian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$25,000 to $49,999",None: I have no personal experience with investing.,Daily or almost daily,J.M. Wright,HR,FL_43,FL_18
2025-08-20 15:27:14,2025-08-20 15:32:21,IP Address,100,306,True,2025-08-20 15:32:21,R_2gAq7JFToAL6j3Y,anonymous,EN,1,5bb3e443951bd40001f1e0fd,,,,,,,,Kinetic Workforce (KNTC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4=Average amount of time,5,4=Neutral,2,3,6,4=Neutral,4=Neutral,5,5,4=Neutral,5,5,2,3,5,4=Neutral,1963,Female / Woman,,White / Caucasian,,Office and Administrative Support,"$150,000 or more",Moderate: I make personal investments from time to time.,A few times a month,J.M. Wright,HR,FL_43,FL_16
2025-08-20 15:23:38,2025-08-20 15:32:28,IP Address,100,529,True,2025-08-20 15:32:28,R_1o6Z9AZ1b8Nxpsq,anonymous,EN,1,6658b62617b161dc426bd2a9,,,,,,,,,,,,,,,,,,Hamilton Sterling Group (HSG),,,,,,,,,,,,,,,,,,,5,5,4=Neutral,2,3,6,6,5,6,3,2,4=Neutral,6,3,5,3,6,3,1955,Female / Woman,,White / Caucasian,,"Management, Business, or Financial","$75,000 to $99,999",Limited: I have some experience but don't invest often.,A few times a month,Sarah Brown,HR,FL_45,FL_19
2025-08-20 15:25:48,2025-08-20 15:32:29,IP Address,100,400,True,2025-08-20 15:32:29,R_6PvpmAJAR4Rr768,anonymous,EN,1,5cc5e72ce3c44e0015fdf990,,,,,,,,,,,,,,,,,,,,,,,,Celestial Optics (CELO),,,,,,,,,,,,,6,6,2,2,6,4=Neutral,2,4=Neutral,6,6,3,5,5,2,4=Neutral,3,5,2,1994,Non-binary / third gender,,White / Caucasian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$25,000 to $49,999",Limited: I have some experience but don't invest often.,Never,J.M. Wright,Med,FL_43,FL_104
2025-08-20 15:24:12,2025-08-20 15:32:51,IP Address,100,519,True,2025-08-20 15:32:51,R_3mfmoAhkyvcBhRz,anonymous,EN,1,665722639f7a09a8815bf198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vista Therapeutics (VSTA),,,,,,6,5,5,4=Neutral,5,5,3,4=Neutral,4=Neutral,2,4=Neutral,5,4=Neutral,4=Neutral,3,3,4=Neutral,3,1980,Female / Woman,,White / Caucasian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$75,000 to $99,999",Moderate: I make personal investments from time to time.,A few times a week,Christopher Davis,Med,FL_44,FL_122
2025-08-20 15:24:31,2025-08-20 15:33:24,IP Address,100,532,True,2025-08-20 15:33:24,R_8OlbP8jv4l6lUsB,anonymous,EN,1,671c060104c301eb142661a4,Kinetic Workforce (KNTC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7=Extreme amount of effort,7=Extreme amount of time,7=Strongly agree,7=Strongly agree,7=Strongly agree,7=Strongly agree,1=Strongly Disagree,7=Strongly agree,1=Strongly Disagree,2,7=Strongly agree,1=Strongly Disagree,7=Strongly agree,1=Strongly Disagree,7=Strongly agree,1=Strongly Disagree,7=Strongly agree,2,1991,Male / Man,,Black or African American,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$50,000 to $74,999",Moderate: I make personal investments from time to time.,Daily or almost daily,Sarah Brown,HR,FL_45,FL_15
2025-08-20 15:29:23,2025-08-20 15:34:27,IP Address,100,304,True,2025-08-20 15:34:28,R_8OlzwSoJw0sVyNs,anonymous,EN,1,583fe092d639d0000142fb2e,,Hamilton Sterling Group (HSG),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,4=Neutral,3,4=Neutral,2,4=Neutral,4=Neutral,3,5,6,5,4=Neutral,5,4=Neutral,6,4=Neutral,1970,Male / Man,,White / Caucasian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$75,000 to $99,999",Extensive: I invest regularly and am comfortable making my own investment decisions.,A few times a week,Christopher Davis,HR,FL_44,FL_84
2025-08-20 15:32:58,2025-08-20 15:35:06,IP Address,100,128,True,2025-08-20 15:35:07,R_3CDK6tsyy7zu5ZT,anonymous,EN,0.8999999761581421,676524cfc37ebd2e8f1f5630,,,,,,,,,,,,Hamilton Sterling Group (HSG),,,,,,,,,,,,,,,,,,,,,,,,,4=Average amount of effort,4=Average amount of time,4=Neutral,5,3,3,3,3,5,6,2,7=Strongly agree,3,6,3,5,3,6,1963,Male / Man,,Black or African American,,Office and Administrative Support,"$75,000 to $99,999",Extensive: I invest regularly and am comfortable making my own investment decisions.,Never,J.M. Wright,HR,FL_43,FL_96
2025-08-20 15:24:43,2025-08-20 15:36:38,IP Address,100,715,True,2025-08-20 15:36:39,R_5oConoCHOXVYiKc,anonymous,EN,1,65245fdcf8a622a72246d0de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vista Therapeutics (VSTA),,4=Average amount of effort,4=Average amount of time,5,5,5,4=Neutral,4=Neutral,4=Neutral,4=Neutral,4=Neutral,6,4=Neutral,4=Neutral,4=Neutral,4=Neutral,4=Neutral,4=Neutral,4=Neutral,1995,Male / Man,,Asian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$50,000 to $74,999",Moderate: I make personal investments from time to time.,A few times a month,Christopher Davis,Med,FL_44,FL_114
2025-08-20 15:24:53,2025-08-20 15:38:47,IP Address,100,833,True,2025-08-20 15:38:47,R_2agEXJo64ahf8L7,anonymous,EN,1,5e38617987cb0602fed6d8b1,,,,,,,,,,,,,Hamilton Sterling Group (HSG),,,,,,,,,,,,,,,,,,,,,,,,4=Average amount of effort,4=Average amount of time,5,3,4=Neutral,3,3,2,5,5,7=Strongly agree,5,5,3,5,3,6,2,1979,Female / Woman,,White / Caucasian,,"Service Industry (e.g., hospitality, food service, protective services)","$25,000 to $49,999",Limited: I have some experience but don't invest often.,A few times a week,Christopher Davis,HR,FL_44,FL_94
2025-08-20 15:37:04,2025-08-20 15:39:06,IP Address,100,121,True,2025-08-20 15:39:07,R_7592aA7gpqTmrPb,anonymous,EN,0.800000011920929,673cedc6b625659e84368e6a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adaptive Vision (ADPT),,3,4=Average amount of time,5,4=Neutral,3,4=Neutral,3,3,5,6,1=Strongly Disagree,7=Strongly agree,3,6,3,5,3,6,2001,Female / Woman,,"Native Hawaiian or other Pacific Islander,White / Caucasian",,Sales or related,"$50,000 to $74,999",Moderate: I make personal investments from time to time.,A few times a week,Christopher Davis,Med,FL_44,FL_114
2025-08-20 15:24:14,2025-08-20 15:39:48,IP Address,100,933,True,2025-08-20 15:39:48,R_5wBvG5uuOPOQAeQ,anonymous,EN,1,67689554da72fe70b3d039da,,,,,,,,,,,,,,,,,,,,,,,,,,,Celestial Optics (CELO),,,,,,,,,,6,4=Average amount of time,5,3,5,6,5,6,5,6,6,7=Strongly agree,5,6,5,6,5,6,1992,Female / Woman,,Black or African American,,"Management, Business, or Financial","$50,000 to $74,999",Moderate: I make personal investments from time to time.,Less than once a month,J.M. Wright,Med,FL_43,FL_21
2025-08-20 15:36:32,2025-08-20 15:41:26,IP Address,100,294,True,2025-08-20 15:41:26,R_3cjsOK7hIyUkmfW,anonymous,EN,1,5c6088630112a60001a2b1e7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vista Therapeutics (VSTA),6,6,3,6,5,2,5,5,2,3,3,5,3,2,5,3,5,3,1981,Male / Man,,White / Caucasian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$150,000 or more",Extensive: I invest regularly and am comfortable making my own investment decisions.,A few times a week,Sarah Brown,Med,FL_45,FL_23
2025-08-20 15:18:40,2025-08-20 15:45:00,IP Address,100,1579,True,2025-08-20 15:45:00,R_2C4kSJg1mXHtYWq,anonymous,EN,0.800000011920929,5b2b83b10ec82d0001d29549,,,,,,,,,,,,,,,,,,,,,,,,Vista Therapeutics (VSTA),,,,,,,,,,,,,6,5,4=Neutral,5,5,5,3,2,4=Neutral,4=Neutral,4=Neutral,5,5,4=Neutral,6,3,4=Neutral,5,1971,Female / Woman,,White / Caucasian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$75,000 to $99,999",Moderate: I make personal investments from time to time.,A few times a month,Christopher Davis,Med,FL_44,FL_104
2025-08-20 15:36:21,2025-08-20 15:47:50,IP Address,100,689,True,2025-08-20 15:47:50,R_83WPOa5Wno3zykZ,anonymous,EN,1,66ee1acffc9a208ef9446abb,,,,,,,,,,,Kinetic Workforce (KNTC),,,,,,,,,,,,,,,,,,,,,,,,,,4=Average amount of effort,3,4=Neutral,3,3,5,5,6,7=Strongly agree,7=Strongly agree,5,3,4=Neutral,5,7=Strongly agree,3,5,4=Neutral,1967,Female / Woman,,White / Caucasian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$25,000 to $49,999",Limited: I have some experience but don't invest often.,Daily or almost daily,Christopher Davis,HR,FL_44,FL_98
2025-08-20 15:41:49,2025-08-20 15:48:05,IP Address,100,376,True,2025-08-20 15:48:06,R_6Ph08S1ddABN4Wo,anonymous,EN,1,61632b52ab37a7fde834300f,,,,,,,,,Kinetic Workforce (KNTC),,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,3,5,5,6,5,6,4=Neutral,6,5,6,5,6,5,5,6,1980,Male / Man,,Black or African American,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$50,000 to $74,999",Moderate: I make personal investments from time to time.,Daily or almost daily,J.M. Wright,HR,FL_43,FL_17
2025-08-20 15:36:52,2025-08-20 15:49:07,IP Address,100,735,True,2025-08-20 15:49:08,R_8cZIxMBnHco8enn,anonymous,EN,0.8999999761581421,65720c5658873745398ffe08,,,,,,,Hamilton Sterling Group (HSG),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,5,3,7=Strongly agree,6,3,4=Neutral,2,2,4=Neutral,5,5,6,5,3,3,4=Neutral,1989,Male / Man,,White / Caucasian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$50,000 to $74,999",Moderate: I make personal investments from time to time.,A few times a month,J.M. Wright,HR,FL_43,FL_74
2025-08-20 15:24:43,2025-08-20 15:50:20,IP Address,100,1536,True,2025-08-20 15:50:21,R_5gYMp6DqRyFz0I3,anonymous,EN,1,674f6a744eedf9ef2c60fa48,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vista Therapeutics (VSTA),,,,,,,,,5,5,2,1=Strongly Disagree,7=Strongly agree,7=Strongly agree,6,5,5,1=Strongly Disagree,7=Strongly agree,1=Strongly Disagree,7=Strongly agree,3,7=Strongly agree,2,6,5,1967,Male / Man,,Middle Eastern or North African,,"Management, Business, or Financial","$75,000 to $99,999",Moderate: I make personal investments from time to time.,A few times a month,Sarah Brown,Med,FL_45,FL_22
2025-08-20 15:42:00,2025-08-20 15:53:34,IP Address,100,693,True,2025-08-20 15:53:34,R_5QLTY4AdRHGnAKD,anonymous,EN,1,665e680164927b18554b66ec,,,,,,,,,,,,,,,,,,,Vista Therapeutics (VSTA),,,,,,,,,,,,,,,,,,6,6,5,3,6,5,4=Neutral,2,2,3,6,2,4=Neutral,2,7=Strongly agree,2,6,3,1971,Male / Man,,White / Caucasian,,Sales or related,"$50,000 to $74,999",Moderate: I make personal investments from time to time.,Daily or almost daily,J.M. Wright,Med,FL_43,FL_20
2025-08-20 15:51:58,2025-08-20 15:53:48,IP Address,100,110,True,2025-08-20 15:53:48,R_3MG5fhVPA4b2Cm5,anonymous,EN,0.800000011920929,66ffccf2a0cfa2c3ea74d26b,,,,,,,,,,,,,,,,,,,,Vista Therapeutics (VSTA),,,,,,,,,,,,,,,,,3,2,4=Neutral,5,3,5,6,5,3,4=Neutral,7=Strongly agree,3,5,3,5,3,5,2,1981,Male / Man,,White / Caucasian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)",Prefer not to answer,Extensive: I invest regularly and am comfortable making my own investment decisions.,Daily or almost daily,Christopher Davis,Med,FL_44,FL_112
2025-08-20 15:40:42,2025-08-20 15:54:03,IP Address,100,800,True,2025-08-20 15:54:03,R_7Pw0TJlMThkHUaC,anonymous,EN,1,677bcb212ebc1d6360f23fe6,,,Hamilton Sterling Group (HSG),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,3,5,5,5,5,5,5,4=Neutral,5,5,5,3,5,3,1976,Female / Woman,,White / Caucasian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$100,000 to $149,999",Moderate: I make personal investments from time to time.,Daily or almost daily,Christopher Davis,HR,FL_44,FL_82
2025-08-20 15:50:31,2025-08-20 15:56:00,IP Address,100,328,True,2025-08-20 15:56:00,R_3FFFTvhuBh31hRj,anonymous,EN,0.8999999761581421,65df87efc20d95ac17822abf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adaptive Vision (ADPT),,,,,,,,5,5,4=Neutral,4=Neutral,5,5,2,3,5,5,3,4=Neutral,5,3,4=Neutral,4=Neutral,4=Neutral,5,1969,Male / Man,,White / Caucasian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$100,000 to $149,999",Limited: I have some experience but don't invest often.,Less than once a month,Sarah Brown,Med,FL_45,FL_126
2025-08-20 15:50:17,2025-08-20 15:56:24,IP Address,100,366,True,2025-08-20 15:56:24,R_25NQr5W3My0Zn57,anonymous,EN,1,62fb7e29586929061efccda2,,,,,,,,,,,,,,,,,,,,,Vista Therapeutics (VSTA),,,,,,,,,,,,,,,,5,5,5,3,3,3,5,5,5,5,5,2,5,4=Neutral,6,2,5,5,1978,Male / Man,,White / Caucasian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$50,000 to $74,999",Limited: I have some experience but don't invest often.,A few times a week,Sarah Brown,Med,FL_45,FL_110
2025-08-20 15:52:20,2025-08-20 15:57:51,IP Address,100,330,True,2025-08-20 15:57:52,R_88FJPWBuWfhKBuA,anonymous,EN,0.8999999761581421,6486a553007b81f8f2d486f6,,,,,,,,,,,,,,,,,,Hamilton Sterling Group (HSG),,,,,,,,,,,,,,,,,,,4=Average amount of effort,4=Average amount of time,4=Neutral,4=Neutral,4=Neutral,5,2,4=Neutral,5,5,4=Neutral,5,5,5,5,4=Neutral,5,3,1963,Female / Woman,,White / Caucasian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$75,000 to $99,999",Moderate: I make personal investments from time to time.,Less than once a month,Christopher Davis,HR,FL_44,FL_19
2025-08-20 15:40:05,2025-08-20 16:01:01,IP Address,100,1255,True,2025-08-20 16:01:01,R_3cbCxvI6cAuoGM1,anonymous,EN,1,67b5ce073a599cc12ebadb78,,,,Kinetic Workforce (KNTC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,4=Neutral,5,4=Neutral,4=Neutral,4=Neutral,4=Neutral,3,4=Neutral,4=Neutral,5,5,4=Neutral,5,5,4=Neutral,5,1993,Female / Woman,,Black or African American,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$100,000 to $149,999",None: I have no personal experience with investing.,Daily or almost daily,Sarah Brown,HR,FL_45,FL_80
2025-08-20 15:52:10,2025-08-20 16:01:12,IP Address,100,542,True,2025-08-20 16:01:12,R_55OIZDGpcU3BAqJ,anonymous,EN,0.8999999761581421,6516e4bf9463264599a746f9,,,,,,,,,,,,,,Hamilton Sterling Group (HSG),,,,,,,,,,,,,,,,,,,,,,,5,5,6,5,5,5,6,6,3,3,5,2,5,3,5,5,3,5,1974,Male / Man,,White / Caucasian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$25,000 to $49,999",Moderate: I make personal investments from time to time.,Daily or almost daily,J.M. Wright,HR,FL_43,FL_92
2025-08-20 15:52:19,2025-08-20 16:02:42,IP Address,100,622,True,2025-08-20 16:02:42,R_6ffaCeWr1g3sgIi,anonymous,EN,1,61006ac5b3bd67e87ef4a9fc,,,,,,Kinetic Workforce (KNTC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,7=Strongly agree,4=Neutral,4=Neutral,5,5,5,2,1=Strongly Disagree,5,4=Neutral,5,2,6,4=Neutral,5,4=Neutral,1993,Female / Woman,,Hispanic or Latino,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$100,000 to $149,999",None: I have no personal experience with investing.,A few times a week,Sarah Brown,HR,FL_45,FL_76
2025-08-20 15:56:05,2025-08-20 16:02:49,IP Address,100,403,True,2025-08-20 16:02:50,R_2QQ6M8G7384uncK,anonymous,EN,1,6659765ecde078606ca6c11f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vista Therapeutics (VSTA),,,6,5,5,4=Neutral,5,6,5,5,3,3,5,3,5,3,6,3,6,4=Neutral,1998,Male / Man,,"Middle Eastern or North African,White / Caucasian",,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$50,000 to $74,999",Moderate: I make personal investments from time to time.,A few times a week,J.M. Wright,Med,FL_43,FL_116
2025-08-20 15:51:50,2025-08-20 16:04:36,IP Address,100,766,True,2025-08-20 16:04:37,R_8VOwWm4mM7kQIb1,anonymous,EN,1,61015f63f9a351d3171a0f98,,,,,,,,,,,,,,,,,,,,,,,,,,Vista Therapeutics (VSTA),,,,,,,,,,,2,2,1=Strongly Disagree,2,3,4=Neutral,4=Neutral,3,3,6,3,4=Neutral,1=Strongly Disagree,5,4=Neutral,2,1=Strongly Disagree,4=Neutral,1980,Male / Man,,White / Caucasian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$75,000 to $99,999",Extensive: I invest regularly and am comfortable making my own investment decisions.,Daily or almost daily,Christopher Davis,Med,FL_44,FL_100
2025-08-20 15:50:51,2025-08-20 16:04:41,IP Address,100,829,True,2025-08-20 16:04:41,R_2uwYZIWH5TBYxrf,anonymous,EN,1,5ea29d4aeeb3d71b9b736017,,,,,Apollo Medical (APLO),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4=Average amount of effort,4=Average amount of time,4=Neutral,3,4=Neutral,4=Neutral,2,2,3,5,5,4=Neutral,5,4=Neutral,4=Neutral,4=Neutral,4=Neutral,4=Neutral,1952,Male / Man,,White / Caucasian,,Office and Administrative Support,"$75,000 to $99,999",Moderate: I make personal investments from time to time.,A few times a month,J.M. Wright,HR,FL_43,FL_78
2025-08-20 15:52:32,2025-08-20 16:12:47,IP Address,100,1214,True,2025-08-20 16:12:47,R_6IyrjFXboYCJGo5,anonymous,EN,1,66fac66a574a89324f8980df,,,,,,,,,,,,,,,,Hamilton Sterling Group (HSG),,,,,,,,,,,,,,,,,,,,,6,6,5,4=Neutral,5,6,5,5,6,5,6,5,4=Neutral,4=Neutral,5,4=Neutral,5,4=Neutral,1989,Male / Man,,White / Caucasian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$100,000 to $149,999",Extensive: I invest regularly and am comfortable making my own investment decisions.,A few times a week,Sarah Brown,HR,FL_45,FL_88
